id,set_name,number,rarity,character,title,popularity,popularity_factor,raw_value_yuan,balance_factor,value_yuan
13919,NS-14,018,R,Neo Universe,Uma Musume Pretty Derby,common,1.05,0.01,0.673306397924,0.01
13920,NS-14,001,SCR,Kazama Iroha,Hololive,common,1.00,1.25,0.673306397924,0.84
13921,NS-14,002,SCR,Amelia Watson,Hololive,common,1.03,1.29,0.673306397924,0.87
13922,NS-14,003,SCR,Gawr Gura,Hololive,common,1.03,1.29,0.673306397924,0.87
13923,NS-14,004,SCR,Yuzuki Choco,Hololive,common,1.03,1.29,0.673306397924,0.87
13924,NS-14,005,SCR,Darkness,God's Blessing on this Wonderful World! (KonoSuba),epic,1.87,2.34,0.673306397924,1.58
13925,NS-14,006,SCR,Usada Pekora,Hololive,common,1.05,1.31,0.673306397924,0.88
13926,NS-14,007,SCR,Hoshino Takanashi,Blue Archive,common,1.02,1.27,0.673306397924,0.86
13927,NS-14,008,SCR,Togawa Sakiko,BanG Dream!,common,1.03,1.29,0.673306397924,0.87
13928,NS-14,009,SCR,Hoshimachi Suisei,Hololive,common,1.04,1.30,0.673306397924,0.88
13929,NS-14,010,SCR,Natori Sana,VTuber,common,1.02,1.27,0.673306397924,0.86
13930,NS-14,011,SCR,Mashiro Kanon,VTuber,common,1.04,1.30,0.673306397924,0.88
13931,NS-14,012,SCR,Shirakami Fubuki,Hololive,common,1.03,1.29,0.673306397924,0.87
13932,NS-14,013,SCR,Fuyuko Mayuzumi,The Idolm@ster,common,1.05,1.31,0.673306397924,0.88
13933,NS-14,014,SCR,Klaudia Valentz,Atelier Series,common,1.01,1.26,0.673306397924,0.85
13934,NS-14,015,SCR,Shiranami Ramune,VTuber,common,1.04,1.30,0.673306397924,0.88
13935,NS-14,016,SCR,Riamu Yumemi,The Idolm@ster,common,1.02,1.27,0.673306397924,0.86
13936,NS-14,017,SCR,Kotone Fujita,The Idolm@ster,common,1.02,1.27,0.673306397924,0.86
13937,NS-14,018,SCR,Temari Tsukimura,The Idolm@ster,common,1.01,1.26,0.673306397924,0.85
13938,NS-14,001,SER,Hatsune Miku,Vocaloid,common,1.03,5.15,0.673306397924,3.47
13939,NS-14,002,SER,Kurumi Noah,VTuber,common,1.01,5.05,0.673306397924,3.40
13940,NS-14,003,SER,Mechanic,Identity v,common,1.01,5.05,0.673306397924,3.40
13941,NS-14,001,SR,KAngel,Needy Streamer Overload,common,1.02,0.10,0.673306397924,0.07
13942,NS-14,002,SR,Sonetto,Reverse: 1999,common,1.04,0.10,0.673306397924,0.07
13943,NS-14,003,SR,Violet Evergarden,Violet Evergarden,common,1.00,0.10,0.673306397924,0.07
13944,NS-14,004,SR,Yuzuha,Utawarerumono,common,1.05,0.11,0.673306397924,0.07
13945,NS-14,005,SR,Elizabeth Bathory,Fate Series,common,1.02,0.10,0.673306397924,0.07
13946,NS-14,006,SR,Shigure Ui,VTuber,common,1.01,0.10,0.673306397924,0.07
13947,NS-14,007,SR,Ceres Fauna,Hololive,common,1.03,0.10,0.673306397924,0.07
13948,NS-14,008,SR,Tokoyami Towa,Hololive,common,1.02,0.10,0.673306397924,0.07
13949,NS-14,009,SR,Amane Kanata,Hololive,common,1.04,0.10,0.673306397924,0.07
13950,NS-14,010,SR,Hoshimachi Suisei,Hololive,common,1.04,0.10,0.673306397924,0.07
13951,NS-14,011,SR,Shishiro Botan,Hololive,common,1.00,0.10,0.673306397924,0.07
13952,NS-14,012,SR,Kotoko Iwanaga,In/Spectre,common,1.03,0.10,0.673306397924,0.07
13953,NS-14,013,SR,Sajuna Inui,My Dress-Up Darling,rare,1.35,0.14,0.673306397924,0.09
13954,NS-14,014,SR,Daiwa Scarlet,Uma Musume Pretty Derby,common,1.02,0.10,0.673306397924,0.07
13955,NS-14,015,SR,Mejiro McQueen,Uma Musume Pretty Derby,common,1.00,0.10,0.673306397924,0.07
13956,NS-14,016,SR,Tatsumaki,One Punch Man,epic,2.41,0.24,0.673306397924,0.16
13957,NS-14,017,SR,Aesc,Fate Series,common,1.04,0.10,0.673306397924,0.07
13958,NS-14,018,SR,Anastasia Nikolaevna Romanova,Fate Series,common,1.00,0.10,0.673306397924,0.07
13959,NS-14,019,SR,Amamiya Kokoro,VTuber,common,1.03,0.10,0.673306397924,0.07
13960,NS-14,020,SR,Nun Bora,VTuber,common,1.00,0.10,0.673306397924,0.07
13961,NS-14,021,SR,Panty,Panty & Stocking with Garterbelt,common,1.05,0.11,0.673306397924,0.07
13962,NS-14,022,SR,Kirifuji Nagisa,Blue Archive,common,1.03,0.10,0.673306397924,0.07
13963,NS-14,023,SR,Asuna Ichinose,Blue Archive,common,1.00,0.10,0.673306397924,0.07
13964,NS-14,024,SR,Mika Misono,Blue Archive,common,1.03,0.10,0.673306397924,0.07
13965,NS-14,025,SR,Shirakawa Yuina,Heaven Burns Red,common,1.03,0.10,0.673306397924,0.07
13966,NS-14,026,SR,Hiori Kazano,The Idolm@ster,common,1.04,0.10,0.673306397924,0.07
13967,NS-14,027,SR,Hayate Hisakawa,The Idolm@ster,common,1.01,0.10,0.673306397924,0.07
13968,NS-14,028,SR,Mukai Takumi,The Idolm@ster,common,1.03,0.10,0.673306397924,0.07
13969,NS-14,029,SR,Koishi Komeiji,Touhou Project,common,1.00,0.10,0.673306397924,0.07
13970,NS-14,030,SR,Kagamine Rin,Vocaloid,common,1.01,0.10,0.673306397924,0.07
13971,NS-14,031,SR,Yangyang,Wuthering Waves,common,1.05,0.11,0.673306397924,0.07
13972,NS-14,032,SR,Surtr,Arknights,common,1.01,0.10,0.673306397924,0.07
13973,NS-14,033,SR,Akiyama Mizuki,Project SEKAI,common,1.02,0.10,0.673306397924,0.07
13974,NS-14,034,SR,Himari Uehara,BanG Dream!,common,1.01,0.10,0.673306397924,0.07
13975,NS-14,035,SR,Minakami Yuki,Subarashiki Hibi,common,1.01,0.10,0.673306397924,0.07
13976,NS-14,036,SR,Hinoshita Kaho ,Love Live!,common,1.04,0.10,0.673306397924,0.07
13977,NS-14,001,SSR,Artoria Avalon,Fate Series,common,1.00,2.50,0.673306397924,1.68
13978,NS-14,002,SSR,Europa ,Fate Series,common,1.02,2.55,0.673306397924,1.72
13979,NS-14,003,SSR,Marie Antoinette,Fate Series,common,1.02,2.55,0.673306397924,1.72
13980,NS-14,004,SSR,Haruno Haruka,Pretty Cure,common,1.05,2.63,0.673306397924,1.77
13981,NS-14,005,SSR,Hatsune Miku,Vocaloid,common,1.04,2.60,0.673306397924,1.75
13982,NS-14,006,SSR,Lize Helesta,VTuber,common,1.04,2.60,0.673306397924,1.75
13983,NS-14,007,SSR,Minato Aqua,Hololive,common,1.03,2.58,0.673306397924,1.74
13984,NS-14,008,SSR,Noel Shirogane,Hololive,common,1.04,2.60,0.673306397924,1.75
13985,NS-14,009,SSR,Sakura Miko,Hololive,common,1.03,2.58,0.673306397924,1.74
13986,NS-14,010,SSR,Yui Hirasawa,K-On!,common,1.01,2.53,0.673306397924,1.70
13987,NS-14,011,SSR,KAF,VTuber,common,1.05,2.63,0.673306397924,1.77
13988,NS-14,012,SSR,Ruka Kayamori,Heaven Burns Red,common,1.03,2.58,0.673306397924,1.74
13989,NS-14,013,SSR,Morrigna,Granblue Fantasy,common,1.04,2.60,0.673306397924,1.75
13990,NS-14,014,SSR,Shigure Ui,VTuber,common,1.05,2.63,0.673306397924,1.77
13991,NS-14,015,SSR,Kiriko Yukoku,The Idolm@ster,common,1.00,2.50,0.673306397924,1.68
13992,NS-14,016,SSR,Mano Sakuragi,The Idolm@ster,common,1.04,2.60,0.673306397924,1.75
13993,NS-14,017,SSR,Hayami Kanade ,The Idolm@ster,common,1.00,2.50,0.673306397924,1.68
13994,NS-14,018,SSR,Tsuzuri Yugiri,Love Live!,common,1.05,2.63,0.673306397924,1.77
14780,NNS-02,01,SGRk,Boa Hancock,One Piece,epic,1.93,144.75,0.175735779028,25.44
14781,NNS-02,02,SGRk,Hinata Hyuga,Naruto Series,epic,2.42,181.50,0.175735779028,31.90
14782,NNS-02,03,SGRk,Rei Ayanami,Evangelion,common,1.01,75.75,0.175735779028,13.31
14783,NNS-02,01,SGR,Boa Hancock,One Piece,epic,2.10,157.50,0.175735779028,27.68
14784,NNS-02,02,SGR,Hinata Hyuga,Naruto Series,epic,1.76,132.00,0.175735779028,23.20
14785,NNS-02,03,SGR,Rei Ayanami,Evangelion,common,1.00,75.00,0.175735779028,13.18
14786,NNS-02,01,GR,Zero Two,Darling in the Franxx,epic,2.27,18.16,0.175735779028,3.19
14787,NNS-02,02,GR,Yor Forger,Spy X Family,epic,1.98,15.84,0.175735779028,2.78
14788,NNS-02,03,GR,Makima,Chainsaw Man,epic,2.13,17.04,0.175735779028,2.99
14789,NNS-02,01,XR,Asuka Shikinami Langley,Evangelion,common,1.01,20.20,0.175735779028,3.55
14790,NNS-02,02,XR,Asuka Shikinami Langley,Evangelion,common,1.04,20.80,0.175735779028,3.66
14791,NNS-02,03,XR,Asuka Shikinami Langley,Evangelion,common,1.03,20.60,0.175735779028,3.62
14792,NNS-02,04,XR,Rem,Re:Zero,epic,1.77,35.40,0.175735779028,6.22
14793,NNS-02,05,XR,Rem,Re:Zero,epic,1.96,39.20,0.175735779028,6.89
14794,NNS-02,06,XR,Rem,Re:Zero,epic,2.25,45.00,0.175735779028,7.91
14795,NNS-02,07,XR,Boa Hancock,One Piece,epic,1.75,35.00,0.175735779028,6.15
14796,NNS-02,08,XR,Boa Hancock,One Piece,epic,2.34,46.80,0.175735779028,8.22
14797,NNS-02,09,XR,Boa Hancock,One Piece,epic,2.16,43.20,0.175735779028,7.59
14798,NNS-02,01,JPY,Kaguya Shinomiya,Kaguya-sama: Love is War,epic,2.34,175.50,0.175735779028,30.84
14799,NNS-02,02,JPY,Zero Two,Darling in the Franxx,epic,2.11,158.25,0.175735779028,27.81
14800,NNS-02,03,JPY,Asuna Yuuki,Sword Art Online,legendary,4.87,365.25,0.175735779028,64.19
14801,NNS-02,04,JPY,Misaka Mikoto,A Certain Magical Index (Toaru Kagaku no Railgun),common,1.04,78.00,0.175735779028,13.71
14802,NNS-02,05,JPY,Mai Sakurajima,Rascal Does Not Dream Of Bunny Girl Senpai,common,1.03,77.25,0.175735779028,13.58
14803,NNS-02,06,JPY,Yukino Yukinoshita,My Youth Romantic Comedy Is Wrong As I Expected,common,1.00,75.00,0.175735779028,13.18
14804,NNS-02,07,JPY,Megumi Kato,Saekano: How to Raise a Boring Girlfriend,common,1.05,78.75,0.175735779028,13.84
14805,NNS-02,08,JPY,Utaha Kasumigaoka,Saekano: How to Raise a Boring Girlfriend,common,1.00,75.00,0.175735779028,13.18
14806,NNS-02,09,JPY,Eriri Spencer Sawamura,Saekano: How to Raise a Boring Girlfriend,common,1.03,77.25,0.175735779028,13.58
14812,NS-05-M10,001,SZR,Eli Ayase,Love Live!,common,1.02,25.50,0.426716896362,10.88
14813,NS-05-M10,002,SZR,Nozomi Tojo,Love Live!,common,1.05,26.25,0.426716896362,11.20
14814,NS-05-M10,003,SZR,Maki Nishikino,Love Live!,common,1.05,26.25,0.426716896362,11.20
14815,NS-05-M10,004,SZR,Kotori Minami,Love Live!,common,1.02,25.50,0.426716896362,10.88
14816,NS-05-M10,005,SZR,Honoka Kousaka,Love Live!,common,1.01,25.25,0.426716896362,10.77
14817,NS-05-M10,006,SZR,Umi Sonoda,Love Live!,common,1.02,25.50,0.426716896362,10.88
14818,NS-05-M10,007,SZR,Rin Hoshizora,Love Live!,common,1.05,26.25,0.426716896362,11.20
14819,NS-05-M10,008,SZR,Hanayo Koizumi,Love Live!,common,1.04,26.00,0.426716896362,11.09
14820,NS-05-M10,009,SZR,Nico Yazawa,Love Live!,common,1.03,25.75,0.426716896362,10.99
14821,NS-05-M10,001,TGR,Mikasa Ackerman,Attack on Titan,epic,2.18,163.50,0.426716896362,69.77
14822,NS-05-M10,002,TGR,Makima,Chainsaw Man,epic,2.40,180.00,0.426716896362,76.81
14823,NS-05-M10,003,TGR,Angelina,Arknights,common,1.02,76.50,0.426716896362,32.64
14824,NS-05-M10,004,TGR,Akemi Homura,Puella Magi Madoka Magica,common,1.00,75.00,0.426716896362,32.00
14825,NS-05-M10,005,TGR,Specter the Unchained,Arknights,common,1.04,78.00,0.426716896362,33.28
14826,NS-05-M10,006,TGR,Reze,Chainsaw Man,epic,2.07,155.25,0.426716896362,66.25
14827,NS-05-M10,007,TGR,Danjin,Wuthering Waves,common,1.02,76.50,0.426716896362,32.64
14828,NS-05-M10,008,TGR,Kurisu Makise,Steins; Gate,epic,2.37,177.75,0.426716896362,75.85
14829,NS-05-M10,009,TGR,Yinlin,Wuthering Waves,common,1.04,78.00,0.426716896362,33.28
14830,NS-05-M10,001,XR,Kiyohime,Fate Series,common,1.03,20.60,0.426716896362,8.79
14831,NS-05-M10,002,XR,Artoria Pendragon (Saber),Fate Series,common,1.01,20.20,0.426716896362,8.62
14832,NS-05-M10,003,XR,Shiroko Sunaookami,Blue Archive,common,1.04,20.80,0.426716896362,8.88
14833,NS-05-M10,004,XR,Kuromi Serika,Blue Archive,common,1.01,20.20,0.426716896362,8.62
14834,NS-05-M10,005,XR,Mr. C.B.,Uma Musume Pretty Derby,common,1.04,20.80,0.426716896362,8.88
14835,NS-05-M10,006,XR,Silence Suzuka,Uma Musume Pretty Derby,common,1.05,21.00,0.426716896362,8.96
14836,NS-05-M10,007,XR,Ushio Noa,Blue Archive,common,1.03,20.60,0.426716896362,8.79
14837,NS-05-M10,008,XR,Shirasu Azusa,Blue Archive,common,1.02,20.40,0.426716896362,8.71
14838,NS-05-M10,009,XR,Kiruya Momochi (Kyaru),Princess Connect Re:Dive,common,1.02,20.40,0.426716896362,8.71
14839,NS-05-M10,001,ZR,Nina Iseri,Girls Band Cry,common,1.03,20.60,0.426716896362,8.79
14840,NS-05-M10,002,ZR,Morgan le Fay,Fate Series,common,1.05,21.00,0.426716896362,8.96
14841,NS-05-M10,003,ZR,Iroha Isshiki,My Youth Romantic Comedy Is Wrong As I Expected,common,1.02,20.40,0.426716896362,8.71
14842,NS-05-M10,004,ZR,Hitori Gotou,Bocchi the Rock!,common,1.04,20.80,0.426716896362,8.88
14843,NS-05-M10,005,ZR,Chisato Nishikigi,Lycoris Recoil,common,1.00,20.00,0.426716896362,8.53
14844,NS-05-M10,006,ZR,Yozora Mikazuki,Haganai: I don't have many friends,common,1.05,21.00,0.426716896362,8.96
14845,NS-05-M10,007,ZR,Misaka Mikoto,A Certain Magical Index (Toaru Kagaku no Railgun),common,1.03,20.60,0.426716896362,8.79
14846,NS-05-M10,008,ZR,Claire François,I'm in Love with the Villainess,common,1.04,20.80,0.426716896362,8.88
14847,NS-05-M10,009,ZR,Hoshino Ichika ,Project SEKAI,common,1.02,20.40,0.426716896362,8.71
14848,NS-05-M10,001,MR,Kotori Minami,Love Live!,common,1.03,15.45,0.426716896362,6.59
14849,NS-05-M10,002,MR,Ai Hoshino,Oshi No Ko (My idol's Child),common,1.04,15.60,0.426716896362,6.66
14850,NS-05-M10,003,MR,Nino Nakano,The Quintessential Quintuplets,common,1.00,15.00,0.426716896362,6.40
14851,NS-05-M10,004,MR,Azusa Nakano,K-On!,common,1.02,15.30,0.426716896362,6.53
14852,NS-05-M10,005,MR,Fern,Sousou no Frieren,legendary,6.73,100.95,0.426716896362,43.08
14853,NS-05-M10,006,MR,Nijika Ijichi,Bocchi the Rock!,common,1.01,15.15,0.426716896362,6.46
14854,NS-05-M10,007,MR,Kano Yamanouchi,Jellyfish Can't Swim in the Night,common,1.04,15.60,0.426716896362,6.66
14855,NS-05-M10,008,MR,Eli Ayase,Love Live!,common,1.01,15.15,0.426716896362,6.46
14856,NS-05-M10,009,MR,Ai Miyashita,Love Live!,common,1.03,15.45,0.426716896362,6.59
14857,NS-05-M10,010,MR,Setsuna Yuuki,Love Live!,common,1.05,15.75,0.426716896362,6.72
14858,NS-05-M10,011,MR,Lanzhu Zhong,Love Live!,common,1.05,15.75,0.426716896362,6.72
14859,NS-05-M10,012,MR,Ayumu Uehara,Love Live!,common,1.05,15.75,0.426716896362,6.72
14860,NS-05-M10,013,MR,Noble Seamair,Uma Musume Pretty Derby,common,1.00,15.00,0.426716896362,6.40
14861,NS-05-M10,014,MR,Mejiro McQueen,Uma Musume Pretty Derby,common,1.02,15.30,0.426716896362,6.53
14862,NS-05-M10,015,MR,Illyasviel von Einzbern,Fate Series,common,1.05,15.75,0.426716896362,6.72
14863,NS-05-M10,016,MR,Hina Satou,The Day I Became a God,common,1.01,15.15,0.426716896362,6.46
14864,NS-05-M10,017,MR,Tohru,Miss Kobayashi's Dragon Maid,epic,2.24,33.60,0.426716896362,14.34
14865,NS-05-M10,018,MR,Power,Chainsaw Man,epic,1.75,26.25,0.426716896362,11.20
14866,NS-05-M10,001,SSD,Minako Satake,The Idolm@ster,common,1.01,35.35,0.426716896362,15.08
14867,NS-05-M10,002,SSD,Ranko Kanzaki,The Idolm@ster,common,1.04,36.40,0.426716896362,15.53
14868,NS-05-M10,003,SSD,Miria Akagi,The Idolm@ster,common,1.02,35.70,0.426716896362,15.23
14869,NS-05-M10,004,SSD,Haru Yuuki,The Idolm@ster,common,1.01,35.35,0.426716896362,15.08
14870,NS-05-M10,005,SSD,Arisu Tachibana,The Idolm@ster,common,1.05,36.75,0.426716896362,15.68
14871,NS-05-M10,006,SSD,Arisa Matsuda,The Idolm@ster,common,1.03,36.05,0.426716896362,15.38
14872,NS-05-M10,007,SSD,Momoka Sakurai,The Idolm@ster,common,1.02,35.70,0.426716896362,15.23
14873,NS-05-M10,008,SSD,Chihaya Kisaragi,The Idolm@ster,common,1.02,35.70,0.426716896362,15.23
14874,NS-05-M10,009,SSD,Shin Sato,The Idolm@ster,common,1.00,35.00,0.426716896362,14.94
14875,NS-05-M10,001,SD,Minako Satake,The Idolm@ster,common,1.05,36.75,0.426716896362,15.68
14876,NS-05-M10,002,SD,Ranko Kanzaki,The Idolm@ster,common,1.01,35.35,0.426716896362,15.08
14877,NS-05-M10,003,SD,Miria Akagi,The Idolm@ster,common,1.00,35.00,0.426716896362,14.94
14878,NS-05-M10,004,SD,Haru Yuuki,The Idolm@ster,common,1.02,35.70,0.426716896362,15.23
14879,NS-05-M10,005,SD,Arisu Tachibana,The Idolm@ster,common,1.05,36.75,0.426716896362,15.68
14880,NS-05-M10,006,SD,Arisa Matsuda,The Idolm@ster,common,1.00,35.00,0.426716896362,14.94
14881,NS-05-M10,007,SD,Momoka Sakurai,The Idolm@ster,common,1.02,35.70,0.426716896362,15.23
14882,NS-05-M10,008,SD,Chihaya Kisaragi,The Idolm@ster,common,1.01,35.35,0.426716896362,15.08
14883,NS-05-M10,009,SD,Shin Sato,The Idolm@ster,common,1.04,36.40,0.426716896362,15.53
14884,NS-05-M10,001,BHR,Rin Hoshizora,Love Live!,common,1.04,2.60,0.426716896362,1.11
14885,NS-05-M10,002,BHR,Mami Tomoe,Puella Magi Madoka Magica,common,1.03,2.58,0.426716896362,1.10
14886,NS-05-M10,003,BHR,Miyako Shikimori,Shikimori's Not Just a Cutie,common,1.03,2.58,0.426716896362,1.10
14887,NS-05-M10,004,BHR,Marin Kitagawa,My Dress-Up Darling,epic,1.79,4.47,0.426716896362,1.91
14888,NS-05-M10,005,BHR,Rin Tohsaka,Fate Series,common,1.01,2.53,0.426716896362,1.08
14889,NS-05-M10,006,BHR,Sumire Heanna,Love Live!,common,1.00,2.50,0.426716896362,1.07
14890,NS-05-M10,007,BHR,Chiyo Sakura,Monthly Girl's Nozaki-kun,common,1.03,2.58,0.426716896362,1.10
14891,NS-05-M10,008,BHR,Nami,One Piece,mythic,23.55,58.88,0.426716896362,25.13
14892,NS-05-M10,009,BHR,Jolyne Kujo,JoJo's Bizarre Adventure,mythic,16.21,40.53,0.426716896362,17.29
14893,NS-05-M10,010,BHR,Ritsu Tainaka,K-On!,common,1.05,2.63,0.426716896362,1.12
14894,NS-05-M10,011,BHR,Emilia,Re:Zero,epic,1.95,4.88,0.426716896362,2.08
14895,NS-05-M10,012,BHR,Mitsuri Kanroji,Demon Slayer (Kimetsu no Yaiba),epic,2.44,6.10,0.426716896362,2.60
14896,NS-05-M10,013,BHR,Maki Nishikino,Love Live!,common,1.03,2.58,0.426716896362,1.10
14897,NS-05-M10,014,BHR,Nao Tomori,Charlotte,common,1.05,2.63,0.426716896362,1.12
14898,NS-05-M10,015,BHR,Kobeni Higashiyama,Chainsaw Man,epic,2.16,5.40,0.426716896362,2.30
14899,NS-05-M10,016,BHR,Taiga Aisaka,Toradora,common,1.02,2.55,0.426716896362,1.09
14900,NS-05-M10,017,BHR,Azusa Nakano,K-On!,common,1.05,2.63,0.426716896362,1.12
14901,NS-05-M10,018,BHR,Annie Leonhart,Attack on Titan,epic,2.27,5.68,0.426716896362,2.42
14902,NS-05-M10,001,SSR,Honoka Kousaka,Love Live!,common,1.02,2.55,0.426716896362,1.09
14903,NS-05-M10,002,SSR,Kaori Miyazono,Your Lie in April,common,1.02,2.55,0.426716896362,1.09
14904,NS-05-M10,003,SSR,Asuka Shikinami Langley,Evangelion,common,1.01,2.53,0.426716896362,1.08
14905,NS-05-M10,004,SSR,Indigo,Arknights,common,1.01,2.53,0.426716896362,1.08
14906,NS-05-M10,005,SSR,Amiya,Arknights,common,1.02,2.55,0.426716896362,1.09
14907,NS-05-M10,006,SSR,Platinum,Arknights,common,1.01,2.53,0.426716896362,1.08
14908,NS-05-M10,007,SSR,Sotheby,Reverse: 1999,common,1.04,2.60,0.426716896362,1.11
14909,NS-05-M10,008,SSR,Hatsune Miku,Vocaloid,common,1.02,2.55,0.426716896362,1.09
14910,NS-05-M10,009,SSR,Druvis III,Reverse: 1999,common,1.01,2.53,0.426716896362,1.08
14911,NS-05-M10,010,SSR,Echidna,Re:Zero,epic,2.06,5.15,0.426716896362,2.20
14912,NS-05-M10,011,SSR,Emma Verde,Love Live!,common,1.02,2.55,0.426716896362,1.09
14913,NS-05-M10,012,SSR,Erna,Spy Classroom,common,1.01,2.53,0.426716896362,1.08
14914,NS-05-M10,013,SSR,Lily,Spy Classroom,common,1.01,2.53,0.426716896362,1.08
14915,NS-05-M10,014,SSR,Murano Sayaka,Love Live!,common,1.00,2.50,0.426716896362,1.07
14916,NS-05-M10,015,SSR,Mai Fuyuki,Hokkaido Gals Are Super Adorable!,common,1.02,2.55,0.426716896362,1.09
14917,NS-05-M10,016,SSR,Helena Blavatsky,Fate Series,common,1.02,2.55,0.426716896362,1.09
14918,NS-05-M10,017,SSR,Claire François,I'm in Love with the Villainess,common,1.01,2.53,0.426716896362,1.08
14919,NS-05-M10,018,SSR,Ray,Arknights,common,1.02,2.55,0.426716896362,1.09
14920,NS-05-M10,019,SSR,Marianne von Edmund,Fire Emblem,common,1.05,2.63,0.426716896362,1.12
14921,NS-05-M10,020,SSR,Sumire Heanna,Love Live!,common,1.02,2.55,0.426716896362,1.09
14922,NS-05-M10,021,SSR,Sei Shounagon,Fate Series,common,1.00,2.50,0.426716896362,1.07
14923,NS-05-M10,022,SSR,Kanon Shibuya,Love Live!,common,1.05,2.63,0.426716896362,1.12
14924,NS-05-M10,023,SSR,Sonia,Pokemon,common,1.01,2.53,0.426716896362,1.08
14925,NS-05-M10,024,SSR,Tita Russell,The Legend of Heroes: Kuro no Kiseki,common,1.02,2.55,0.426716896362,1.09
14926,NS-05-M10,025,SSR,Mitsuru Kirijo,Persona,epic,2.39,5.98,0.426716896362,2.55
14927,NS-05-M10,026,SSR,Ruby Hoshino,Oshi No Ko (My idol's Child),common,1.05,2.63,0.426716896362,1.12
14928,NS-05-M10,027,SSR,Lanzhu Zhong,Love Live!,common,1.02,2.55,0.426716896362,1.09
14929,NS-05-M10,001,SCR,Yukina Himeragi,Strike the Blood,common,1.00,1.25,0.426716896362,0.53
14930,NS-05-M10,002,SCR,Chise Hatori,The Ancient Magus' Bride,common,1.02,1.27,0.426716896362,0.54
14931,NS-05-M10,003,SCR,Tsukioka Kogane,The Idolm@ster,common,1.05,1.31,0.426716896362,0.56
14932,NS-05-M10,004,SCR,Tica,Sdorica,common,1.01,1.26,0.426716896362,0.54
14933,NS-05-M10,005,SCR,Iris,Fire Force,epic,1.91,2.39,0.426716896362,1.02
14934,NS-05-M10,006,SCR,Izumo Miyako,Princess Connect Re:Dive,common,1.02,1.27,0.426716896362,0.54
14935,NS-05-M10,007,SCR,Nagao Kagetora,Fate Series,common,1.02,1.27,0.426716896362,0.54
14936,NS-05-M10,008,SCR,Shiki Ryougi,Kara no Kyoukai,common,1.03,1.29,0.426716896362,0.55
14937,NS-05-M10,009,SCR,Kikoru Shinomiya,Kaiju No. 8,common,1.01,1.26,0.426716896362,0.54
14938,NS-05-M10,010,SCR,Blue Poison,Arknights,common,1.05,1.31,0.426716896362,0.56
14939,NS-05-M10,011,SCR,Chika Fujiwara,Kaguya-sama: Love is War,epic,1.80,2.25,0.426716896362,0.96
14940,NS-05-M10,012,SCR,Hitori Gotou,Bocchi the Rock!,common,1.01,1.26,0.426716896362,0.54
14941,NS-05-M10,013,SCR,Grete,Spy Classroom,common,1.01,1.26,0.426716896362,0.54
14942,NS-05-M10,014,SCR,Nagao Kagetora,Fate Series,common,1.03,1.29,0.426716896362,0.55
14943,NS-05-M10,015,SCR,Satou Matsuzaka,Happy Sugar Life,common,1.00,1.25,0.426716896362,0.53
14944,NS-05-M10,016,SCR,Baizhi,Wuthering Waves,common,1.02,1.27,0.426716896362,0.54
14945,NS-05-M10,017,SCR,Sakuya Izayoi,Touhou Project,common,1.05,1.31,0.426716896362,0.56
14946,NS-05-M10,018,SCR,Pepe,Arknights,common,1.04,1.30,0.426716896362,0.55
14947,NS-05-M10,001,SR,Kyouka Izumi,Bungo Stray Dogs,common,1.01,0.10,0.426716896362,0.04
14948,NS-05-M10,002,SR,Koromo Amae,Saki,common,1.02,0.10,0.426716896362,0.04
14949,NS-05-M10,003,SR,Charlotte Dunois,Infinite Stratos,common,1.04,0.10,0.426716896362,0.04
14950,NS-05-M10,004,SR,Dobrynya Nikitich,Fate Series,common,1.05,0.11,0.426716896362,0.05
14951,NS-05-M10,005,SR,Mina Ashiro,Kaiju No. 8,common,1.01,0.10,0.426716896362,0.04
14952,NS-05-M10,006,SR,Sakura Haruno,Naruto Series,epic,1.97,0.20,0.426716896362,0.09
14953,NS-05-M10,007,SR,Amiya,Arknights,common,1.04,0.10,0.426716896362,0.04
14954,NS-05-M10,008,SR,Mythra,Xenoblade,common,1.02,0.10,0.426716896362,0.04
14955,NS-05-M10,009,SR,Kanade Hisaishi,Sound! Euphonium,common,1.02,0.10,0.426716896362,0.04
14956,NS-05-M10,010,SR,Murasaki Shikibu,Fate Series,common,1.00,0.10,0.426716896362,0.04
14957,NS-05-M10,011,SR,Izayoi Nonomi,Blue Archive,common,1.05,0.11,0.426716896362,0.05
14958,NS-05-M10,012,SR,Muelsyse,Arknights,common,1.05,0.11,0.426716896362,0.05
14959,NS-05-M10,013,SR,The Shorekeeper,Wuthering Waves,common,1.00,0.10,0.426716896362,0.04
14960,NS-05-M10,014,SR,Sayaka Maizono,Danganronpa,common,1.05,0.11,0.426716896362,0.05
14961,NS-05-M10,015,SR,Haruhi Suzumiya,The Melancholy of Haruhi Suzumiya,common,1.04,0.10,0.426716896362,0.04
14962,NS-05-M10,016,SR,Ai Haibara,Detective Conan,common,1.00,0.10,0.426716896362,0.04
14963,NS-05-M10,017,SR,Clarisse,Granblue Fantasy,common,1.01,0.10,0.426716896362,0.04
14964,NS-05-M10,018,SR,Sirius Symboli,Uma Musume Pretty Derby,common,1.05,0.11,0.426716896362,0.05
14965,NS-05-M10,001,CR,Sanae Dekomori,"Love, Chunibyo & Other Delusions!",common,1.00,0.25,0.426716896362,0.11
